"id","state","city","city_ibge_code","confirmed","confirmed_per_100k_inhabitants","date","death_rate","deaths","estimated_population_2019","update_source"
9740,"RS","Água Santa","4300059",1,"26.6809","2020-05-23","0",0,3748,""
9741,"RS","Ajuricaba","4300208",2,"28.4738","2020-05-23","0",0,7024,""
9742,"RS","Alecrim","4300307",1,"16.80672","2020-05-23","0",0,5950,""
9743,"RS","Alegrete","4300406",6,"8.15339","2020-05-23","0",0,73589,""
9744,"RS","Alpestre","4300505",10,"159.79546","2020-05-23","0",0,6258,""
9745,"RS","Alvorada","4300604",31,"14.7405","2020-05-23","0.0645",2,210305,""
9746,"RS","Ametista do Sul","4300646",2,"26.9942","2020-05-23","0",0,7409,""
9747,"RS","Anta Gorda","4300703",4,"66.87845","2020-05-23","0",0,5981,""
9748,"RS","Antônio Prado","4300802",1,"7.66284","2020-05-23","0",0,13050,""
9749,"RS","Arroio do Meio","4301008",67,"322.03797","2020-05-23","0",0,20805,""
9750,"RS","Arroio do Sal","4301057",9,"89.41878","2020-05-23","0.1111",1,10065,""
9751,"RS","Arroio dos Ratos","4301107",6,"42.39983","2020-05-23","0.1667",1,14151,""
9752,"RS","Arvorezinha","4301404",1,"9.59325","2020-05-23","0",0,10424,""
9753,"RS","Áurea","4301552",1,"28.13731","2020-05-23","0",0,3554,""
9754,"RS","Bagé","4301602",35,"28.89148","2020-05-23","0",0,121143,""
9755,"RS","Barão de Cotegipe","4301701",6,"90.59339","2020-05-23","0",0,6623,""
9756,"RS","Barra do Ribeiro","4301909",1,"7.41235","2020-05-23","0",0,13491,""
9757,"RS","Barros Cassal","4302006",2,"17.85874","2020-05-23","0.5",1,11199,""
9758,"RS","Benjamin Constant do Sul","4302055",6,"300.90271","2020-05-23","0",0,1994,""
9759,"RS","Bento Gonçalves","4302105",427,"354.49217","2020-05-23","0.0164",7,120454,""
9760,"RS","Boa Vista das Missões","4302154",1,"47.66444","2020-05-23","0",0,2098,""
9761,"RS","Boa Vista do Sul","4302253",10,"359.32447","2020-05-23","0.1",1,2783,""
9762,"RS","Bom Jesus","4302303",23,"202.66103","2020-05-23","0",0,11349,""
9763,"RS","Bom Princípio","4302352",18,"128.0683","2020-05-23","0",0,14055,""
9764,"RS","Bom Progresso","4302378",3,"154.47992","2020-05-23","0",0,1942,""
9765,"RS","Bom Retiro do Sul","4302402",43,"348.79948","2020-05-23","0",0,12328,""
9766,"RS","Braga","4302600",2,"59.64808","2020-05-23","0",0,3353,""
9767,"RS","Brochier","4302659",1,"19.70832","2020-05-23","0",0,5074,""
9768,"RS","Butiá","4302709",2,"9.55064","2020-05-23","0",0,20941,""
9769,"RS","Caçapava do Sul","4302808",1,"2.97407","2020-05-23","0",0,33624,""
9770,"RS","Cachoeira do Sul","4303004",16,"19.46448","2020-05-23","0",0,82201,""
9771,"RS","Cachoeirinha","4303103",66,"50.65506","2020-05-23","0",0,130293,""
9772,"RS","Camaquã","4303509",9,"13.58265","2020-05-23","0",0,66261,""
9773,"RS","Camargo","4303558",3,"109.76948","2020-05-23","0",0,2733,""
9774,"RS","Campinas do Sul","4303806",3,"55.0055","2020-05-23","0",0,5454,""
9775,"RS","Campo Bom","4303905",4,"5.99592","2020-05-23","0",0,66712,""
9776,"RS","Campo Novo","4304002",1,"22.30152","2020-05-23","0",0,4484,""
9777,"RS","Candelária","4304200",5,"15.94134","2020-05-23","0",0,31365,""
9778,"RS","Candiota","4304358",1,"10.43406","2020-05-23","0",0,9584,""
9779,"RS","Canguçu","4304507",11,"19.62709","2020-05-23","0",0,56045,""
9780,"RS","Canoas","4304606",69,"19.90676","2020-05-23","0.087",6,346616,""
9781,"RS","Canudos do Vale","4304614",4,"233.10023","2020-05-23","0",0,1716,""
9782,"RS","Capão da Canoa","4304630",9,"16.96545","2020-05-23","0",0,53049,""
9783,"RS","Capão do Leão","4304663",1,"3.94415","2020-05-23","0",0,25354,""
9784,"RS","Capitão","4304697",1,"36.27131","2020-05-23","0",0,2757,""
9785,"RS","Carazinho","4304705",30,"48.3014","2020-05-23","0",0,62110,""
9786,"RS","Carlos Barbosa","4304804",88,"294.97536","2020-05-23","0.0114",1,29833,""
9787,"RS","Casca","4304903",4,"44.29188","2020-05-23","0",0,9031,""
9788,"RS","Caseiros","4304952",2,"62.46096","2020-05-23","0",0,3202,""
9789,"RS","Caxias do Sul","4305108",122,"23.87915","2020-05-23","0.0246",3,510906,""
9790,"RS","Cerro Grande do Sul","4305173",1,"8.1706","2020-05-23","1",1,12239,""
9791,"RS","Chapada","4305306",3,"32.36595","2020-05-23","0",0,9269,""
9792,"RS","Charqueadas","4305355",6,"14.70985","2020-05-23","0",0,40789,""
9793,"RS","Cidreira","4305454",2,"12.30466","2020-05-23","0.5",1,16254,""
9794,"RS","Ciríaco","4305504",1,"21.06594","2020-05-23","0",0,4747,""
9795,"RS","Colinas","4305587",12,"492.20673","2020-05-23","0",0,2438,""
9796,"RS","Condor","4305702",7,"103.65763","2020-05-23","0",0,6753,""
9797,"RS","Coronel Bicaco","4305900",1,"13.65188","2020-05-23","0",0,7325,""
9798,"RS","Coxilha","4305975",10,"362.8447","2020-05-23","0",0,2756,""
9799,"RS","Crissiumal","4306007",1,"7.43605","2020-05-23","0",0,13448,""
9800,"RS","Cruz Alta","4306106",8,"13.26722","2020-05-23","0.125",1,60299,""
9801,"RS","Cruzaltense","4306130",7,"381.88762","2020-05-23","0",0,1833,""
9802,"RS","Cruzeiro do Sul","4306205",28,"226.75737","2020-05-23","0.0714",2,12348,""
9803,"RS","Derrubadas","4306320",1,"35.65062","2020-05-23","0",0,2805,""
9804,"RS","Dois Irmãos","4306403",3,"9.18246","2020-05-23","0",0,32671,""
9805,"RS","Dom Feliciano","4306502",3,"19.46283","2020-05-23","0",0,15414,""
9806,"RS","Dom Pedrito","4306601",9,"23.40033","2020-05-23","0.1111",1,38461,""
9807,"RS","Doutor Maurício Cardoso","4306734",1,"21.98285","2020-05-23","1",1,4549,""
9808,"RS","Doutor Ricardo","4306759",3,"151.28593","2020-05-23","0",0,1983,""
9809,"RS","Eldorado do Sul","4306767",8,"19.3775","2020-05-23","0.125",1,41285,""
9810,"RS","Encantado","4306809",36,"158.5484","2020-05-23","0.0278",1,22706,""
9811,"RS","Encruzilhada do Sul","4306908",2,"7.72887","2020-05-23","0.5",1,25877,""
9812,"RS","Erebango","4306973",4,"133.73454","2020-05-23","0",0,2991,""
9813,"RS","Erechim","4307005",60,"56.67756","2020-05-23","0.0167",1,105862,""
9814,"RS","Ernestina","4307054",2,"63.13131","2020-05-23","0",0,3168,""
9815,"RS","Erval Grande","4307203",3,"61.7411","2020-05-23","0",0,4859,""
9816,"RS","Esperança do Sul","4307450",11,"375.93985","2020-05-23","0.0909",1,2926,""
9817,"RS","Espumoso","4307500",9,"57.73672","2020-05-23","0.1111",1,15588,""
9818,"RS","Estação","4307559",10,"167.84156","2020-05-23","0",0,5958,""
9819,"RS","Estância Velha","4307609",22,"43.98065","2020-05-23","0",0,50022,""
9820,"RS","Esteio","4307708",22,"26.44167","2020-05-23","0",0,83202,""
9821,"RS","Estrela","4307807",85,"249.14996","2020-05-23","0.0118",1,34116,""
9822,"RS","Farroupilha","4307906",178,"246.09089","2020-05-23","0.0225",4,72331,""
9823,"RS","Fazenda Vilanova","4308078",4,"88.24178","2020-05-23","0",0,4533,""
9824,"RS","Feliz","4308102",5,"36.90854","2020-05-23","0",0,13547,""
9825,"RS","Flores da Cunha","4308201",7,"22.76793","2020-05-23","0",0,30745,""
9826,"RS","Floriano Peixoto","4308250",6,"339.75085","2020-05-23","0",0,1766,""
9827,"RS","Fontoura Xavier","4308300",4,"38.81988","2020-05-23","0",0,10304,""
9828,"RS","Formigueiro","4308409",1,"15.006","2020-05-23","0",0,6664,""
9829,"RS","Frederico Westphalen","4308508",21,"67.0648","2020-05-23","0.0476",1,31313,""
9830,"RS","Garibaldi","4308607",214,"610.20816","2020-05-23","0.0187",4,35070,""
9831,"RS","Gaurama","4308706",10,"180.70112","2020-05-23","0",0,5534,""
9832,"RS","General Câmara","4308805",2,"23.85212","2020-05-23","0",0,8385,""
9833,"RS","Gentil","4308854",5,"305.99755","2020-05-23","0",0,1634,""
9834,"RS","Getúlio Vargas","4308904",5,"30.84135","2020-05-23","0",0,16212,""
9835,"RS","Glorinha","4309050",1,"12.34873","2020-05-23","0",0,8098,""
9836,"RS","Gramado","4309100",8,"22.07993","2020-05-23","0",0,36232,""
9837,"RS","Gramado dos Loureiros","4309126",8,"384.24592","2020-05-23","0",0,2082,""
9838,"RS","Gramado Xavier","4309159",1,"23.12139","2020-05-23","0",0,4325,""
9839,"RS","Gravataí","4309209",35,"12.43255","2020-05-23","0.0857",3,281519,""
9840,"RS","Guaíba","4309308",27,"27.51088","2020-05-23","0.037",1,98143,""
9841,"RS","Guaporé","4309407",12,"46.6436","2020-05-23","0",0,25727,""
9842,"RS","Harmonia","4309555",5,"102.7538","2020-05-23","0",0,4866,""
9843,"RS","Horizontina","4309605",7,"36.21501","2020-05-23","0",0,19329,""
9844,"RS","Humaitá","4309704",6,"125.99748","2020-05-23","0",0,4762,""
9845,"RS","Ibirapuitã","4309951",15,"373.7852","2020-05-23","0.1333",2,4013,""
9846,"RS","Ibirubá","4310009",9,"44.22604","2020-05-23","0",0,20350,""
9847,"RS","Ijuí","4310207",9,"10.78167","2020-05-23","0",0,83475,""
9848,"RS","Imbé","4310330",3,"13.15789","2020-05-23","0",0,22800,""
9849,"RS","Imigrante","4310363",9,"288.46154","2020-05-23","0",0,3120,""
9850,"RS","Itaqui","4310603",2,"5.31632","2020-05-23","0",0,37620,""
9851,"RS","Ivoti","4310801",8,"32.9313","2020-05-23","0.125",1,24293,""
9852,"RS","Jaboticaba","4310850",1,"26.24672","2020-05-23","0",0,3810,""
9853,"RS","Jaguari","4311106",3,"27.65487","2020-05-23","0.3333",1,10848,""
9854,"RS","Jaquirana","4311122",2,"53.82131","2020-05-23","0",0,3716,""
9855,"RS","Júlio de Castilhos","4311205",8,"41.46582","2020-05-23","0",0,19293,""
9856,"RS","Lagoa Vermelha","4311304",11,"39.55838","2020-05-23","0",0,27807,""
9857,"RS","Lajeado","4311403",865,"1029.59031","2020-05-23","0.0185",16,84014,""
9858,"RS","Machadinho","4311700",3,"55.09642","2020-05-23","0",0,5445,""
9859,"RS","Maquiné","4311775",1,"14.89425","2020-05-23","0",0,6714,""
9860,"RS","Maratá","4311791",4,"148.64363","2020-05-23","0",0,2691,""
9861,"RS","Marau","4311809",158,"357.78175","2020-05-23","0.0253",4,44161,""
9862,"RS","Marcelino Ramos","4311908",4,"90.86779","2020-05-23","0",0,4402,""
9863,"RS","Mariano Moro","4312005",1,"49.23683","2020-05-23","0",0,2031,""
9864,"RS","Marques de Souza","4312054",3,"74.83163","2020-05-23","0",0,4009,""
9865,"RS","Mato Castelhano","4312138",2,"78.74016","2020-05-23","0.5",1,2540,""
9866,"RS","Mato Leitão","4312153",6,"132.89037","2020-05-23","0",0,4515,""
9867,"RS","Minas do Leão","4312252",1,"12.3839","2020-05-23","0",0,8075,""
9868,"RS","Miraguaí","4312302",1,"20.30457","2020-05-23","0",0,4925,""
9869,"RS","Montauri","4312351",2,"137.64625","2020-05-23","0",0,1453,""
9870,"RS","Monte Belo do Sul","4312385",4,"156.98587","2020-05-23","0.25",1,2548,""
9871,"RS","Montenegro","4312401",26,"39.8382","2020-05-23","0.0385",1,65264,""
9872,"RS","Mormaço","4312427",3,"97.24473","2020-05-23","0",0,3085,""
9873,"RS","Morrinhos do Sul","4312443",4,"135.6392","2020-05-23","0",0,2949,""
9874,"RS","Muçum","4312609",7,"141.29996","2020-05-23","0",0,4954,""
9875,"RS","Muliterno","4312625",5,"264.13101","2020-05-23","0",0,1893,""
9876,"RS","Não-Me-Toque","4312658",24,"136.17794","2020-05-23","0.0417",1,17624,""
9877,"RS","Nicolau Vergueiro","4312674",2,"118.90606","2020-05-23","0",0,1682,""
9878,"RS","Nonoai","4312708",21,"179.56392","2020-05-23","0.0476",1,11695,""
9879,"RS","Nova Araçá","4312807",20,"420.25636","2020-05-23","0.05",1,4759,""
9880,"RS","Nova Bassano","4312906",6,"60.50827","2020-05-23","0",0,9916,""
9881,"RS","Nova Bréscia","4313003",3,"90.09009","2020-05-23","0",0,3330,""
9882,"RS","Nova Petrópolis","4313201",1,"4.68318","2020-05-23","0",0,21353,""
9883,"RS","Nova Prata","4313300",10,"36.68782","2020-05-23","0",0,27257,""
9884,"RS","Nova Santa Rita","4313375",1,"3.41297","2020-05-23","0",0,29300,""
9885,"RS","Novo Barreiro","4313490",1,"24.01537","2020-05-23","0",0,4164,""
9886,"RS","Novo Hamburgo","4313409",113,"45.79571","2020-05-23","0.0177",2,246748,""
9887,"RS","Osório","4313508",21,"45.65813","2020-05-23","0.0476",1,45994,""
9888,"RS","Paim Filho","4313607",3,"78.36991","2020-05-23","0",0,3828,""
9889,"RS","Palmeira das Missões","4313706",20,"60.05465","2020-05-23","0",0,33303,""
9890,"RS","Paraí","4314001",6,"78.35967","2020-05-23","0",0,7657,""
9891,"RS","Paraíso do Sul","4314027",1,"13.13888","2020-05-23","0",0,7611,""
9892,"RS","Pareci Novo","4314035",1,"26.06203","2020-05-23","0",0,3837,""
9893,"RS","Parobé","4314050",2,"3.43218","2020-05-23","0",0,58272,""
7204,"AC","Acrelândia","1200013",119,"780.02098","2020-05-22","0.0084",1,15256,""
6560,"AM","Alvarães","1300029",33,"205.72284","2020-05-21","0.0909",3,16041,"Secretaria Estadual de Saúde"
6561,"AM","Amaturá","1300060",183,"1586.33842","2020-05-21","0.0328",6,11536,"Secretaria Estadual de Saúde"
6562,"AM","Anamã","1300086",82,"602.32114","2020-05-21","0",0,13614,"Secretaria Estadual de Saúde"
6563,"AM","Anori","1300102",187,"890.05236","2020-05-21","0.016",3,21010,"Secretaria Estadual de Saúde"
6564,"AM","Apuí","1300144",22,"100.12288","2020-05-21","0",0,21973,"Secretaria Estadual de Saúde"
6565,"AM","Atalaia do Norte","1300201",4,"20.07931","2020-05-21","0",0,19921,"Secretaria Estadual de Saúde"
6566,"AM","Autazes","1300300",357,"902.31265","2020-05-21","0.0616",22,39565,"Secretaria Estadual de Saúde"
6567,"AM","Barcelos","1300409",212,"770.85303","2020-05-21","0.033",7,27502,"Secretaria Estadual de Saúde"
6568,"AM","Barreirinha","1300508",134,"418.21416","2020-05-21","0.0149",2,32041,"Secretaria Estadual de Saúde"
6569,"AM","Benjamin Constant","1300607",356,"828.21515","2020-05-21","0.0421",15,42984,"Secretaria Estadual de Saúde"
6570,"AM","Beruri","1300631",139,"706.3367","2020-05-21","0.036",5,19679,"Secretaria Estadual de Saúde"
6571,"AM","Boa Vista do Ramos","1300680",49,"255.11532","2020-05-21","0.0204",1,19207,"Secretaria Estadual de Saúde"
6572,"AM","Boca do Acre","1300706",242,"705.37484","2020-05-21","0.0083",2,34308,"Secretaria Estadual de Saúde"
6573,"AM","Borba","1300805",172,"417.87129","2020-05-21","0.0523",9,41161,"Secretaria Estadual de Saúde"
6574,"AM","Caapiranga","1300839",55,"420.45715","2020-05-21","0.0182",1,13081,"Secretaria Estadual de Saúde"
6575,"AM","Canutama","1300904",25,"159.95905","2020-05-21","0",0,15629,"Secretaria Estadual de Saúde"
6576,"AM","Carauari","1301001",171,"604.36842","2020-05-21","0.0117",2,28294,"Secretaria Estadual de Saúde"
6577,"AM","Careiro","1301100",418,"1103.80522","2020-05-21","0.0144",6,37869,"Secretaria Estadual de Saúde"
6578,"AM","Careiro da Várzea","1301159",42,"138.95782","2020-05-21","0.0238",1,30225,"Secretaria Estadual de Saúde"
6579,"AM","Coari","1301209",923,"1084.64458","2020-05-21","0.0401",37,85097,"Secretaria Estadual de Saúde"
6580,"AM","Codajás","1301308",36,"125.71149","2020-05-21","0.0278",1,28637,"Secretaria Estadual de Saúde"
9894,"RS","Passo Fundo","4314100",476,"234.16554","2020-05-23","0.0588",28,203275,""
9895,"RS","Paverama","4314159",4,"47.13091","2020-05-23","0",0,8487,""
9896,"RS","Pelotas","4314407",53,"15.47875","2020-05-23","0",0,342405,""
9897,"RS","Pinto Bandeira","4314548",4,"133.20013","2020-05-23","0.25",1,3003,""
9898,"RS","Piratini","4314605",1,"4.83957","2020-05-23","0",0,20663,""
9899,"RS","Planalto","4314704",15,"148.7505","2020-05-23","0",0,10084,""
9900,"RS","Poço das Antas","4314753",4,"190.65777","2020-05-23","0",0,2098,""
9901,"RS","Pontão","4314779",4,"102.45902","2020-05-23","0",0,3904,""
9902,"RS","Portão","4314803",5,"13.48472","2020-05-23","0",0,37079,""
9903,"RS","Porto Alegre","4314902",601,"40.5049","2020-05-23","0.0449",27,1483771,""
9904,"RS","Porto Mauá","4315057",1,"42.123","2020-05-23","0",0,2374,""
9905,"RS","Pouso Novo","4315131",1,"61.01281","2020-05-23","0",0,1639,""
9906,"RS","Progresso","4315156",21,"336.32287","2020-05-23","0",0,6244,""
9907,"RS","Quaraí","4315305",15,"66.11716","2020-05-23","0.1333",2,22687,""
9908,"RS","Redentora","4315404",3,"25.97628","2020-05-23","0",0,11549,""
9909,"RS","Restinga Sêca","4315503",5,"31.66762","2020-05-23","0",0,15789,""
9910,"RS","Rio dos Índios","4315552",1,"36.33721","2020-05-23","0",0,2752,""
9911,"RS","Rio Grande","4315602",15,"7.10884","2020-05-23","0.0667",1,211005,""
9912,"RS","Rio Pardo","4315701",3,"7.83801","2020-05-23","0",0,38275,""
9913,"RS","Roca Sales","4315800",10,"87.77319","2020-05-23","0.1",1,11393,""
9914,"RS","Rolante","4316006",5,"23.4203","2020-05-23","0",0,21349,""
9915,"RS","Ronda Alta","4316105",4,"37.73229","2020-05-23","0",0,10601,""
9916,"RS","Rosário do Sul","4316402",2,"5.07331","2020-05-23","0",0,39422,""
9917,"RS","Saldanha Marinho","4316436",27,"1018.86792","2020-05-23","0.1111",3,2650,""
9918,"RS","Salto do Jacuí","4316451",6,"48.19664","2020-05-23","0",0,12449,""
9919,"RS","Salvador do Sul","4316501",2,"25.64431","2020-05-23","0",0,7799,""
9920,"RS","Sananduva","4316600",12,"73.75538","2020-05-23","0",0,16270,""
9921,"RS","Santa Bárbara do Sul","4316709",1,"12.50938","2020-05-23","0",0,7994,""
9922,"RS","Santa Clara do Sul","4316758",17,"257.45873","2020-05-23","0",0,6603,""
9923,"RS","Santa Cruz do Sul","4316808",69,"52.90762","2020-05-23","0.0145",1,130416,""
9924,"RS","Santa Maria","4316907",133,"47.14256","2020-05-23","0.015",2,282123,""
9925,"RS","Sant'Ana do Livramento","4317103",34,"44.14037","2020-05-23","0.0294",1,77027,""
9926,"RS","Santa Rosa","4317202",18,"24.57204","2020-05-23","0.0556",1,73254,""
9927,"RS","Santa Tereza","4317251",3,"173.5107","2020-05-23","0.3333",1,1729,""
9928,"RS","Santiago","4317400",6,"12.13961","2020-05-23","0",0,49425,""
9929,"RS","Santo Ângelo","4317509",26,"33.50818","2020-05-23","0.0769",2,77593,""
9930,"RS","Santo Antônio da Patrulha","4317608",5,"11.65664","2020-05-23","0",0,42894,""
9931,"RS","Santo Antônio do Palma","4317558",1,"46.99248","2020-05-23","0",0,2128,""
9932,"RS","Santo Cristo","4317905",3,"21.0423","2020-05-23","0",0,14257,""
9933,"RS","São Borja","4318002",6,"9.95322","2020-05-23","0",0,60282,""
9934,"RS","São Domingos do Sul","4318051",5,"162.65452","2020-05-23","0",0,3074,""
9935,"RS","São Gabriel","4318309",7,"11.27123","2020-05-23","0",0,62105,""
9936,"RS","São Jerônimo","4318408",9,"37.11646","2020-05-23","0",0,24248,""
9937,"RS","São João da Urtiga","4318424",1,"21.47305","2020-05-23","0",0,4657,""
9938,"RS","São Jorge","4318440",12,"424.92918","2020-05-23","0",0,2824,""
9939,"RS","São José das Missões","4318457",1,"39.41663","2020-05-23","0",0,2537,""
9940,"RS","São José do Herval","4318465",4,"202.94267","2020-05-23","0",0,1971,""
9941,"RS","São Leopoldo","4318705",173,"73.04664","2020-05-23","0.0058",1,236835,""
9942,"RS","São Lourenço do Sul","4318804",5,"11.47263","2020-05-23","0",0,43582,""
9943,"RS","São Luiz Gonzaga","4318903",11,"32.86722","2020-05-23","0",0,33468,""
9944,"RS","São Marcos","4319000",4,"18.55632","2020-05-23","0",0,21556,""
9945,"RS","São Sebastião do Caí","4319505",15,"58.39984","2020-05-23","0",0,25685,""
9946,"RS","São Valentim","4319703",1,"30.31222","2020-05-23","0",0,3299,""
9947,"RS","São Valentim do Sul","4319711",2,"89.20607","2020-05-23","0",0,2242,""
9948,"RS","São Valério do Sul","4319737",2,"73.34067","2020-05-23","0",0,2727,""
9949,"RS","São Vendelino","4319752",1,"44.58315","2020-05-23","0",0,2243,""
9950,"RS","Sapiranga","4319901",7,"8.56437","2020-05-23","0",0,81734,""
9951,"RS","Sapucaia do Sul","4320008",66,"46.78363","2020-05-23","0.0606",4,141075,""
9952,"RS","Sarandi","4320107",2,"8.16693","2020-05-23","0",0,24489,""
9953,"RS","Seberi","4320206",1,"9.30233","2020-05-23","0",0,10750,""
9954,"RS","Serafina Corrêa","4320404",87,"497.08605","2020-05-23","0.0115",1,17502,""
9955,"RS","Sério","4320453",4,"203.8736","2020-05-23","0",0,1962,""
9956,"RS","Sertão","4320503",3,"55.40166","2020-05-23","0",0,5415,""
9957,"RS","Soledade","4320800",30,"96.76795","2020-05-23","0",0,31002,""
9958,"RS","Tabaí","4320859",6,"127.14558","2020-05-23","0",0,4719,""
9959,"RS","Tapejara","4320909",46,"190.78429","2020-05-23","0",0,24111,""
9960,"RS","Taquara","4321204",5,"8.7008","2020-05-23","0",0,57466,""
9961,"RS","Taquari","4321303",104,"387.16402","2020-05-23","0",0,26862,""
9962,"RS","Tenente Portela","4321402",1,"7.41565","2020-05-23","0",0,13485,""
9963,"RS","Terra de Areia","4321436",8,"71.40307","2020-05-23","0",0,11204,""
9964,"RS","Teutônia","4321451",55,"165.50313","2020-05-23","0",0,33232,""
9965,"RS","Tio Hugo","4321469",3,"99.0099","2020-05-23","0.3333",1,3030,""
9966,"RS","Torres","4321501",35,"90.36456","2020-05-23","0.0286",1,38732,""
9967,"RS","Tramandaí","4321600",13,"25.13777","2020-05-23","0.0769",1,51715,""
9968,"RS","Três Arroios","4321634",3,"112.44378","2020-05-23","0",0,2668,""
9969,"RS","Três Cachoeiras","4321667",17,"153.8044","2020-05-23","0",0,11053,""
9970,"RS","Três Forquilhas","4321832",3,"111.23471","2020-05-23","0",0,2697,""
9971,"RS","Três Palmeiras","4321857",9,"210.72348","2020-05-23","0",0,4271,""
9972,"RS","Três Passos","4321907",58,"242.61692","2020-05-23","0",0,23906,""
9973,"RS","Trindade do Sul","4321956",17,"293.00241","2020-05-23","0.0588",1,5802,""
9974,"RS","Triunfo","4322004",23,"77.8658","2020-05-23","0",0,29538,""
9975,"RS","Tucunduva","4322103",1,"17.61184","2020-05-23","0",0,5678,""
9976,"RS","Tunas","4322152",12,"262.63953","2020-05-23","0.1667",2,4569,""
9977,"RS","Tupanciretã","4322202",3,"12.52714","2020-05-23","0",0,23948,""
9978,"RS","Tupandi","4322251",2,"41.19464","2020-05-23","0",0,4855,""
9979,"RS","Uruguaiana","4322400",33,"25.99039","2020-05-23","0",0,126970,""
9980,"RS","Vacaria","4322509",30,"45.3049","2020-05-23","0.0667",2,66218,""
9981,"RS","Vale Verde","4322525",4,"114.38376","2020-05-23","0",0,3497,""
9982,"RS","Vanini","4322558",1,"47.32608","2020-05-23","0",0,2113,""
9983,"RS","Venâncio Aires","4322608",133,"185.87361","2020-05-23","0.0451",6,71554,""
9984,"RS","Vera Cruz","4322707",2,"7.44518","2020-05-23","0",0,26863,""
9985,"RS","Veranópolis","4322806",5,"19.05415","2020-05-23","0",0,26241,""
9986,"RS","Viadutos","4322905",2,"42.05214","2020-05-23","0",0,4756,""
9987,"RS","Viamão","4323002",41,"16.06432","2020-05-23","0.0244",1,255224,""
9988,"RS","Victor Graeff","4323200",4,"138.79251","2020-05-23","0",0,2882,""
9989,"RS","Vila Flores","4323309",3,"88.62629","2020-05-23","0",0,3385,""
9990,"RS","Vila Lângaro","4323358",1,"47.82401","2020-05-23","0",0,2091,""
9991,"RS","Vila Maria","4323408",9,"206.51675","2020-05-23","0.1111",1,4358,""
9992,"RS","Vila Nova do Sul","4323457",1,"23.36449","2020-05-23","0",0,4280,""
9993,"RS","Vista Alegre do Prata","4323606",1,"64.0615","2020-05-23","0",0,1561,""
9994,"RS","Westfália","4323770",4,"132.714","2020-05-23","0",0,3014,""
9995,"RS","Xangri-lá","4323804",2,"12.18918","2020-05-23","0",0,16408,""
9996,"MS","Alcinópolis","5000252",1,"18.71608","2020-05-23","0",0,5343,""
9997,"MS","Amambai","5000609",4,"10.15332","2020-05-23","0",0,39396,""
9998,"MS","Bataguassu","5001904",5,"21.71647","2020-05-23","0",0,23024,""
9999,"MS","Batayporã","5002001",6,"52.96143","2020-05-23","0.3333",2,11329,""
10000,"MS","Bela Vista","5002100",2,"8.12051","2020-05-23","0",0,24629,""
10001,"MS","Bonito","5002209",30,"136.51256","2020-05-23","0",0,21976,""
10002,"MS","Brasilândia","5002308",15,"126.34771","2020-05-23","0.1333",2,11872,""
10003,"MS","Caarapó","5002407",1,"3.31411","2020-05-23","0",0,30174,""
10004,"MS","Camapuã","5002605",1,"7.29341","2020-05-23","0",0,13711,""
10005,"MS","Campo Grande","5002704",238,"26.56303","2020-05-23","0.0252",6,895982,""
10006,"MS","Chapadão do Sul","5002951",10,"39.65422","2020-05-23","0",0,25218,""
10007,"MS","Corumbá","5003207",24,"21.53722","2020-05-23","0",0,111435,""
10008,"MS","Coxim","5003306",8,"23.84998","2020-05-23","0",0,33543,""
10009,"MS","Deodápolis","5003454",3,"23.21263","2020-05-23","0",0,12924,""
10010,"MS","Douradina","5003504",12,"202.56583","2020-05-23","0",0,5924,""
10011,"MS","Dourados","5003702",102,"45.75037","2020-05-23","0.0098",1,222949,""
10012,"MS","Fátima do Sul","5003801",16,"83.3811","2020-05-23","0",0,19189,""
10013,"MS","Glória de Dourados","5004007",2,"20.07025","2020-05-23","0",0,9965,""
10014,"MS","Guia Lopes da Laguna","5004106",144,"1455.28044","2020-05-23","0",0,9895,""
10015,"MS","Itaporã","5004502",19,"76.49261","2020-05-23","0",0,24839,""
10016,"MS","Jardim","5005004",30,"114.95574","2020-05-23","0",0,26097,""
10017,"MS","Jateí","5005103",1,"24.83238","2020-05-23","0",0,4027,""
10018,"MS","Ladário","5005202",6,"25.71686","2020-05-23","0",0,23331,""
10019,"MS","Miranda","5005608",1,"3.56977","2020-05-23","0",0,28013,""
10020,"MS","Mundo Novo","5005681",3,"16.33453","2020-05-23","0",0,18366,""
10021,"MS","Naviraí","5005707",2,"3.64445","2020-05-23","0",0,54878,""
8264,"SP","Adamantina","3500105",37,"105.5093","2020-05-23","0.0541",2,35068,""
8265,"SP","Adolfo","3500204",3,"84.22235","2020-05-23","0",0,3562,""
8266,"SP","Aguaí","3500303",17,"46.82551","2020-05-23","0.1765",3,36305,""
8267,"SP","Águas da Prata","3500402",1,"12.22494","2020-05-23","0",0,8180,""
8268,"SP","Águas de Lindóia","3500501",13,"69.50013","2020-05-23","0.0769",1,18705,""
8269,"SP","Águas de Santa Bárbara","3500550",1,"16.46091","2020-05-23","0",0,6075,""
8270,"SP","Águas de São Pedro","3500600",3,"86.93132","2020-05-23","0",0,3451,""
8271,"SP","Agudos","3500709",22,"59.11754","2020-05-23","0.0455",1,37214,""
8272,"SP","Alambari","3500758",4,"66.39004","2020-05-23","0",0,6025,""
8273,"SP","Alfredo Marcondes","3500808",2,"48.00768","2020-05-23","0.5",1,4166,""
8274,"SP","Altair","3500907",1,"24.03846","2020-05-23","0",0,4160,""
